name,scientific_name,ott_id,uniqname,image_url,comments
weasel,Mustela nivalis,354525,Mustela nivalis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/964/27768964.jpg,
badger,Meles meles,923113,Meles meles,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/158/32156158.jpg,
opossum,Didelphis virginiana,919171,Didelphis virginiana,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/200/13153200.jpg,
capybara,Hydrochoerus hydrochaeris,744018,Hydrochoerus hydrochaeris,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/379/27770379.jpg,
ostrich,Struthio camelus,647692,Struthio camelus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/3/602/6687602.jpg,
kiwi,Apteryx australis mantelli,748998,Apteryx australis mantelli,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/504/26829504.jpg,
pelican,Pelecanus onocrotalus,427899,Pelecanus onocrotalus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/934/27710934.jpg,
heron,Ardea cinerea,119222,Ardea cinerea,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/346/24897346.jpg,
hummingbird,Archilochus colubris,759410,Archilochus colubris,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/430/27814430.jpg,
woodpecker,Dendrocopos major,348848,Dendrocopos major,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/338/5830338.jpg,
toucan,Ramphastos toco,640527,Ramphastos toco,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/631/33160631.jpg,
albatross,Diomedea exulans,71459,Diomedea exulans,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/225/26890225.jpg,
vulture,Gyps fulvus,549517,Gyps fulvus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/675/26222675.jpg,
kingfisher,Alcedo atthis,549519,Alcedo atthis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/186/26797186.jpg,
salamander,Salamandra salamandra,689975,Salamandra salamandra,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/767/26796767.jpg,
axolotl,Ambystoma mexicanum,984726,Ambystoma mexicanum,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/127/31918127.jpg,
newt,Triturus cristatus,1041796,Triturus cristatus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/800/26854800.jpg,
komodo dragon,Varanus komodoensis,1091028,Varanus komodoensis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/642/26916642.jpg,
tuatara,Sphenodon punctatus,35890,Sphenodon punctatus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/822/26796822.jpg,
cobra,Naja naja,217478,Naja naja,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/259/27769259.jpg,
manta ray,Mobula birostris,920351,Mobula birostris,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/737/26792737.jpg,
coelacanth,Latimeria chalumnae,773491,Latimeria chalumnae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/823/25629823.jpg,
lungfish,Protopterus annectens,199334,Protopterus annectens,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/705/27699705.jpg,
sea anemone,Actinia equina,1084476,Actinia equina,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/818/31920818.jpg,
sea urchin,Strongylocentrotus purpuratus,564702,Strongylocentrotus purpuratus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/353/32391353.jpg,
sea cucumber,Holothuria atra,920160,Holothuria atra,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/001/27789001.jpg,
sponge,Spongia officinalis,373931,Spongia officinalis,http://commons.wikimedia.org/wiki/Special:FilePath/Spongia%20officinalis.jpg,
clam,Mercenaria mercenaria,80121,Mercenaria mercenaria,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/219/19679219.jpg,
oyster,Magallana gigas,987409,Magallana gigas,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/841/19678841.jpg,
mussel,Mytilus edulis,499751,Mytilus edulis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/801/19678801.jpg,
nautilus,Nautilus pompilius,616359,Nautilus pompilius,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/671/27779671.jpg,
cuttlefish,Sepia officinalis,528817,Sepia officinalis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/862/27070862.jpg,
horseshoe crab,Limulus polyphemus,511973,Limulus polyphemus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/378/31335378.jpg,
scorpion,Pandinus imperator,990944,Pandinus imperator,http://commons.wikimedia.org/wiki/Special:FilePath/Emperor%20scorpion%20or%20Imperial%20scorpion%20%28Pandinus%20imperator%29.jpg,
centipede,Scolopendra gigantea,3518397,Scolopendra gigantea,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/810/31474810.jpg,
millipede,Archispirostreptus gigas,81620,Archispirostreptus gigas,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/554/27715554.jpg,
termite,Macrotermes bellicosus,213031,Macrotermes bellicosus,http://commons.wikimedia.org/wiki/Special:FilePath/Macrotermes%20bellicosus%20minor%20soldier.jpg,
praying mantis,Mantis religiosa,656298,Mantis religiosa,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/026/25364026.jpg,
stag beetle,Lucanus cervus,867953,Lucanus cervus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/765/29212765.jpg,
luna moth,Actias luna,180968,Actias luna,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/715/34040715.jpg,Luna moths (Actias luna) belong to the family Saturniidae. 'Moth' is not a formal group — it refers to any Lepidoptera that is not a butterfly.
tick,Ixodes ricinus,493144,Ixodes ricinus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/625/32368625.jpg,
barnacle,Balanus balanus,323642,Balanus balanus,http://commons.wikimedia.org/wiki/Special:FilePath/Balanus%20balanus%20%28YPM%20IZ%20030315%29.jpeg,
orange,Citrus sinensis,3942433,Citrus sinensis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/812/25584812.jpg,
grape,Vitis vinifera,756728,Vitis vinifera,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/656/26783656.jpg,
cherry,Prunus avium,162547,Prunus avium,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/307/5818307.jpg,
peach,Prunus persica,259054,Prunus persica,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/544/25590544.jpg,
pear,Pyrus communis,972654,Pyrus communis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/733/26780733.jpg,
lemon,Citrus limon,3942422,Citrus limon,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/377/32354377.jpg,
pineapple,Ananas comosus,627039,Ananas comosus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/470/1993470.jpg,
coconut palm,Cocos nucifera,366250,Cocos nucifera,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/920/32354920.jpg,
mango,Mangifera indica,807634,Mangifera indica,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/128/26843128.jpg,
raspberry,Rubus idaeus,156929,Rubus idaeus,http://commons.wikimedia.org/wiki/Special:FilePath/20130714Rubus%20idaeus2.jpg,
avocado,Persea americana,913249,Persea americana,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/683/29256683.jpg,
plum,Prunus domestica,731554,Prunus domestica,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/183/2447183.jpg,
potato,Solanum tuberosum,494835,Solanum tuberosum,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/155/2444155.jpg,
broccoli,Brassica oleracea,833642,Brassica oleracea,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/501/26826501.jpg,
lettuce,Lactuca sativa,515700,Lactuca sativa,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/074/1992074.jpg,
onion,Allium cepa,781600,Allium cepa,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/643/1993643.jpg,
pea,Pisum sativum,359905,Pisum sativum,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/229/32382229.jpg,
cucumber,Cucumis sativus,1006246,Cucumis sativus (species in domain Eukaryota),https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/299/2445299.jpg,
celery,Apium graveolens,2472,Apium graveolens,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/323/27319323.jpg,
spinach,Spinacia oleracea,317784,Spinacia oleracea,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/419/31348419.jpg,
sweet potato,Ipomoea batatas,1071040,Ipomoea batatas,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/379/24989379.jpg,
garlic,Allium sativum,748370,Allium sativum,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/625/1993625.jpg,
bell pepper,Capsicum annuum,473836,Capsicum annuum,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/193/26790193.jpg,
green bean,Phaseolus vulgaris,825707,Phaseolus vulgaris,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/931/2447931.jpg,
daisy,Bellis perennis,792843,Bellis perennis,http://commons.wikimedia.org/wiki/Special:FilePath/Belis%20peremnis%20-%20panoramio.jpg,
dandelion,Taraxacum officinale,451182,Taraxacum officinale,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/784/26789784.jpg,
marigold,Tagetes,717598,Tagetes,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/468/25478468.jpg,
violet,Viola odorata,1039231,Viola odorata,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/250/2446250.jpg,
poppy,Papaver rhoeas,867221,Papaver rhoeas,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/140/26784140.jpg,
